TimeOffset,UpdateTime,ParentName,ParentConfirmedCount,ParentSuspectedCount,ParentCuredCount,ParentDeadCount,ParentTreatingCount,ParentCuredRate,ParentDeadRate,ParentTreatingRate,ParentDeadDivideCured,ParentCuredDivideDead,ParentConfirmedNorm,ParentSuspectedNorm,ParentCuredNorm,ParentDeadNorm,ParentTreatingNorm,ParentDeadDivideCuredNorm,ParentCuredDivideDeadNorm,ParentTatalConfirmedNorm,ParentTatalSuspectedNorm,ParentTatalCuredNorm,ParentTatalDeadNorm,ParentTatalTreatingNorm
0.8333333,"2003-04-22 20:00",内蒙古,36,80,,6,,,0.1666667,,,,0.1276596,,,0.2142857,,,,0.006758025,20,,0.01719198,
2.833333,"2003-04-24 20:00",内蒙古,70,128,0,6,64,0,0.08571429,0.9142857,,0,0.248227,,0,0.2142857,0.2519685,,0,0.0131406,32,0,0.01719198,0.03214465
5.416667,"2003-04-27 10:00",内蒙古,76,162,0,6,70,0,0.07894737,0.9210526,,0,0.2695035,,0,0.2142857,0.2755905,,0,0.01426694,40.5,0,0.01719198,0.03515821
7.416667,"2003-04-29 10:00",内蒙古,120,208,0,8,112,0,0.06666667,0.9333333,,0,0.4255319,,0,0.2857143,0.4409449,,0,0.02252675,52,0,0.02292264,0.05625314
9.416667,"2003-05-01 10:00",内蒙古,154,224,2,11,141,0.01298701,0.07142857,0.9155844,5.5,0.1818182,0.5460993,,0.007874016,0.3928571,0.5551181,1,0.02004295,0.02890933,56,0.0004033071,0.03151862,0.07081868
13.41667,"2003-05-05 10:00",内蒙古,230,200,10,14,206,0.04347826,0.06086956,0.8956522,1.4,0.7142857,0.8156028,,0.03937008,0.5,0.8110236,0.2392988,0.07874016,0.04317627,50,0.002016535,0.04011461,0.1034656
14.41667,"2003-05-06 10:00",内蒙古,251,188,10,14,227,0.03984064,0.05577689,0.9043825,1.4,0.7142857,0.8900709,,0.03937008,0.5,0.8937008,0.2392988,0.07874016,0.04711845,47,0.002016535,0.04011461,0.1140131
15.41667,"2003-05-07 10:00",内蒙古,258,197,13,16,229,0.0503876,0.0620155,0.8875969,1.230769,0.8125,0.9148936,,0.0511811,0.5714286,0.9015748,0.2079002,0.08956693,0.04843251,49.25,0.002621496,0.04584527,0.1150176
16.41667,"2003-05-08 10:00",内蒙古,266,198,13,16,237,0.04887218,0.06015038,0.8909774,1.230769,0.8125,0.9432624,,0.0511811,0.5714286,0.9330708,0.2079002,0.08956693,0.0499343,49.5,0.002621496,0.04584527,0.1190357
18.41667,"2003-05-10 10:00",内蒙古,289,182,18,17,254,0.06228374,0.05882353,0.8788927,0.9444444,1.058824,1.024823,,0.07086615,0.6071429,1,0.1547764,0.1167207,0.05425192,45.5,0.003629764,0.0487106,0.1275741
20.41667,"2003-05-12 10:00",内蒙古,288,177,21,20,247,0.07291666,0.06944445,0.8576389,0.952381,1.05,1.021277,,0.08267716,0.7142857,0.972441,0.1562489,0.115748,0.0540642,44.25,0.004234725,0.05730659,0.1240583
22.41667,"2003-05-14 10:00",内蒙古,288,171,23,23,242,0.07986111,0.07986111,0.8402778,1,1,1.021277,,0.09055118,0.8214286,0.9527559,0.165084,0.1102362,0.0540642,42.75,0.004638032,0.06590258,0.121547
24.41667,"2003-05-16 10:00",内蒙古,288,172,36,24,228,0.125,0.08333334,0.7916667,0.6666667,1.5,1.021277,,0.1417323,0.8571429,0.8976378,0.1032384,0.1653543,0.0540642,43,0.007259528,0.06876791,0.1145153
